Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Central Pier,W,40,30/8/2010,15:23,W,22,30/8/2010,15:00
Cheung Chau,NNW,34,30/8/2010,07:17,SE,23,29/8/2010,19:00
Cheung Chau Beach,ENE,34,30/8/2010,07:40,ESE,19,29/8/2010,19:00
Cheung Sha Wan,SW,27,30/8/2010,14:14,SW,13,30/8/2010,15:00
Green Island,NNW,38,30/8/2010,08:46,NNW,25,30/8/2010,07:00
Hong Kong International Airport,ESE,47,29/8/2010,17:31,NW,23,29/8/2010,15:00
Kai Tak,ESE,41,29/8/2010,17:16,ESE,14,29/8/2010,18:00
King's Park,N,27,29/8/2010,13:54,N,13,29/8/2010,11:00
Lau Fau Shan,WNW,31,30/8/2010,15:08,NW,23,30/8/2010,16:00
Ngong Ping,NE,76,29/8/2010,17:43,ENE,30,30/8/2010,10:00
North Point,ESE,30,29/8/2010,16:53,WSW,19,30/8/2010,15:00
,E,30,29/8/2010,17:21,,,,
Peng Chau,NW,36,30/8/2010,15:03,NW,20,30/8/2010,17:00
Ping Chau,NE,25,30/8/2010,08:23,WNW,6,29/8/2010,12:00
,NNE,25,30/8/2010,08:24,N,6,29/8/2010,13:00
Sai Kung,E,45,29/8/2010,16:58,NNE,20,29/8/2010,14:00
Sha Chau,N,36,30/8/2010,08:08,N,27,30/8/2010,09:00
Sha Lo Wan,E,38,29/8/2010,17:35,SW,14,29/8/2010,18:00
Sha Tin,ESE,27,29/8/2010,17:16,NE,12,29/8/2010,14:00
Shek Kong,E,30,29/8/2010,19:09,E,13,29/8/2010,19:00
Star Ferry (Kowloon),E,31,29/8/2010,17:10,W,23,30/8/2010,15:00
Ta Kwu Ling,E,31,29/8/2010,18:22,E,13,29/8/2010,19:00
Tai Mei Tuk,NE,36,30/8/2010,09:42,NE,19,30/8/2010,10:00
Tai Mo Shan,NNE,41,30/8/2010,08:27,N,27,30/8/2010,08:00
Tap Mun,E,43,29/8/2010,16:03,ESE,19,29/8/2010,17:00
Tsak Yue Wu,NE,31,29/8/2010,16:13,NNE,16,29/8/2010,14:00
Tseung Kwan O,NE,36,29/8/2010,16:42,NNW,12,29/8/2010,13:00
,,,,,ENE,12,29/8/2010,14:00
,,,,,NE,12,29/8/2010,15:00
Tsing Yi Shell Oil Depot,NW,31,29/8/2010,13:17,NW,14,29/8/2010,13:00
,,,,,W,14,30/8/2010,15:00
Tuen Mun Government Offices,E,40,29/8/2010,17:08,WNW,14,30/8/2010,17:00
Waglan Island,NE,47,29/8/2010,16:57,N,23,30/8/2010,09:00
Wetland Park,N,25,29/8/2010,13:52,N,12,29/8/2010,14:00
Wong Chuk Hang,WNW,34,30/8/2010,14:22,WNW,14,30/8/2010,15:00
