Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),SE,22,10/6/2011,16:11,SE,14,10/6/2011,17:00
Central Pier,ENE,23,10/6/2011,16:44,E,16,10/6/2011,19:00
,ENE,23,10/6/2011,16:48,,,,
Cheung Chau,WNW,38,11/6/2011,06:41,WNW,20,11/6/2011,07:00
Cheung Chau Beach,W,40,11/6/2011,06:43,ESE,13,10/6/2011,18:00
Green Island,SSE,34,10/6/2011,16:30,S,30,10/6/2011,17:00
Hong Kong International Airport,WSW,45,11/6/2011,04:58,SSE,19,10/6/2011,18:00
,,,,,SSE,19,10/6/2011,19:00
Kai Tak,W,31,11/6/2011,07:04,SE,19,10/6/2011,12:00
King's Park,E,27,10/6/2011,16:28,ESE,13,10/6/2011,17:00
Lau Fau Shan,SE,36,10/6/2011,17:36,SE,23,10/6/2011,18:00
Ngong Ping,W,51,11/6/2011,06:27,W,31,11/6/2011,07:00
North Point,E,31,10/6/2011,16:02,E,22,10/6/2011,17:00
,E,31,10/6/2011,16:25,,,,
Peng Chau,SSE,25,10/6/2011,15:09,S,13,10/6/2011,16:00
,,,,,S,13,10/6/2011,17:00
Ping Chau,SE,22,10/6/2011,15:45,SSE,7,10/6/2011,16:00
Sai Kung,S,25,10/6/2011,16:03,S,20,10/6/2011,16:00
Sha Chau,SSW,31,11/6/2011,05:07,SE,22,10/6/2011,21:00
,SSW,31,11/6/2011,05:10,,,,
Sha Lo Wan,SSW,31,11/6/2011,05:17,SE,16,10/6/2011,18:00
Sha Tin,SE,30,10/6/2011,16:29,E,14,10/6/2011,17:00
Shek Kong,S,20,10/6/2011,16:13,S,9,10/6/2011,17:00
,SSE,20,10/6/2011,16:54,,,,
Star Ferry (Kowloon),W,27,11/6/2011,06:45,E,16,10/6/2011,19:00
Ta Kwu Ling,E,25,10/6/2011,15:23,E,12,10/6/2011,16:00
Tai Mei Tuk,SE,25,10/6/2011,16:07,E,14,10/6/2011,19:00
,SE,25,10/6/2011,16:34,,,,
Tai Mo Shan,SW,34,11/6/2011,04:45,ESE,23,10/6/2011,23:00
,,,,,SW,23,11/6/2011,05:00
,,,,,SW,23,11/6/2011,06:00
Tap Mun,SE,31,10/6/2011,15:49,SE,20,10/6/2011,17:00
Tate's Cairn,E,31,10/6/2011,20:17,E,23,10/6/2011,20:00
,E,31,10/6/2011,20:19,ESE,23,10/6/2011,23:00
Tsak Yue Wu,SSW,20,10/6/2011,15:36,SSW,7,10/6/2011,17:00
Tseung Kwan O,ESE,22,10/6/2011,11:10,NE,9,10/6/2011,10:00
Tsing Yi Shell Oil Depot,SE,25,10/6/2011,18:18,SE,13,10/6/2011,19:00
Tuen Mun Government Offices,SSE,34,10/6/2011,15:33,SE,20,10/6/2011,18:00
,SSE,34,10/6/2011,17:08,,,,
,SE,34,10/6/2011,17:51,,,,
Waglan Island,SE,22,10/6/2011,15:47,SE,13,10/6/2011,16:00
,,,,,E,13,10/6/2011,20:00
Wetland Park,S,27,10/6/2011,17:00,S,13,10/6/2011,16:00
Wong Chuk Hang,SE,25,10/6/2011,13:49,SSE,14,10/6/2011,14:00
