Quadrant,Bluff Head (Stanley),Central Pier,Cheung Chau,Cheung Chau Beach,Green Island,Hong Kong International Airport,Kai Tak,King's Park,Lau Fau Shan,Ngong Ping,North Point,Peng Chau,Ping Chau,Sai Kung,Sha Chau,Sha Lo Wan,Sha Tin,Shek Kong,Star Ferry (Kowloon),Ta Kwu Ling,Tai Mei Tuk,Tai Mo Shan,Tai Po Kau,Tate's Cairn,Tseung Kwan O,Tsing Yi Shell Oil Depot,Tuen Mun Government Offices,Waglan Island,Wetland Park,Wong Chuk Hang, 
Eastern,0.9823172057557225,1.0200175433419405,1.3312937231303712,1.4103808469393238,1.3379482589328835,1.0928596406436595,0.8791828871457784,0.6642763959969404,0.9814576846888116,1.809386426049389,0.9757715186935678,1.2074335160173388,0.5166195857930621,0.9294284369978671,1.1717038948668348,0.922160655985024,0.5765980749048359,0.6373247621189911,1.0009206710854306,0.5807916079875304,1.2546048209198921,1.789652936189954,0.9274119736614255,1.4686687776986387,0.4824964951285285,0.6872091216380032,0.6166743954313976,1.4565912397721223,0.5661528514956761,0.7226640509890512, 
Southern,1.0322032991297494,1.0153921927623817,1.3705139385042313,1.3208237778919705,1.3279071928964488,1.124406306717238,0.9076854989644145,0.6820412269933777,0.9173413638121654,1.995885678382605,0.9292602268863419,1.17563710491926,0.4745989720540454,0.9941010580687397,1.1169094645016215,0.8692953422404492,0.5530965039272266,0.717306066032507,0.9890554843082073,0.5723100493903046,1.193225547203287,1.7030459339547304,0.9027636931931263,1.4673666625573374,0.4952179824755174,0.6801843259019384,0.62735270169311,1.5205348918210535,0.5745820029736785,0.7499555098429264, 
Western,1.031400452803017,0.9272595475096016,1.3989859322480955,1.312251644325975,1.4412253768718866,1.1239154518573946,0.8764226573771291,0.6747583277943988,0.9581482858160739,1.7880777807642214,0.921207870252168,1.0533266787090718,0.4272649872381556,1.0570518683724466,1.290108502877302,0.8191933169218961,0.622673857765031,0.6509427864997563,0.8609031939119419,0.5641813214756859,1.2119295173070366,1.7410248087793558,0.8569889025754172,1.6507408077521366,0.5238748321844211,0.7153267303008202,0.6440593227674108,1.600561621826709,0.5882104114019018,0.6679832037135497, 
Northern,0.9955429931571044,0.9855697630519106,1.3496866524793716,1.2106440035476258,1.2788060093230942,1.166646310792841,0.9354033355506352,0.6813223339354582,1.0713754105252422,1.918640487874181,0.9864568010060486,1.1273494375906132,0.5090101237127155,0.9404915190955214,1.1224740744247232,0.8342117706581232,0.557755673539353,0.60889984851388,0.9739989795353525,0.5857309951473654,1.1343348729097358,1.7929949698795022,0.931712141260304,1.463281343852648,0.51168425383189,0.8291037511702866,0.7408599908116996,1.4156062118153876,0.6060810706697028,0.7343248703376736, 
