Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),ESE,76,18/7/2018,00:15,ESE,49,17/7/2018,23:00
,,,,,ESE,49,18/7/2018,01:00
Central Pier,ESE,72,17/7/2018,22:06,ESE,38,17/7/2018,22:00
,,,,,ESE,38,18/7/2018,00:00
Cheung Chau,ESE,87,17/7/2018,22:12,ESE,63,17/7/2018,23:00
Cheung Chau Beach,E,87,17/7/2018,21:52,E,58,17/7/2018,23:00
,,,,,E,58,18/7/2018,00:00
Green Island,ENE,81,17/7/2018,23:20,ENE,43,18/7/2018,00:00
Hong Kong International Airport,ESE,68,17/7/2018,19:42,ESE,36,17/7/2018,23:00
Kai Tak,ESE,65,17/7/2018,21:26,ESE,31,17/7/2018,22:00
King's Park,E,58,17/7/2018,23:22,E,30,18/7/2018,00:00
Lau Fau Shan,ESE,49,17/7/2018,22:44,E,20,18/7/2018,04:00
North Point,ENE,58,18/7/2018,08:07,E,31,18/7/2018,09:00
Peng Chau,E,68,17/7/2018,23:21,E,41,18/7/2018,00:00
Ping Chau,SE,31,18/7/2018,01:49,ESE,7,18/7/2018,08:00
Sai Kung,SE,67,17/7/2018,22:17,SE,27,17/7/2018,23:00
Sha Chau,ESE,59,17/7/2018,23:16,ESE,38,17/7/2018,23:00
Sha Lo Wan,SE,87,17/7/2018,22:31,SE,31,17/7/2018,23:00
Sha Tin,ENE,49,18/7/2018,00:08,ESE,13,17/7/2018,23:00
Shek Kong,ENE,58,18/7/2018,08:17,E,22,18/7/2018,01:00
Star Ferry (Kowloon),ESE,70,17/7/2018,22:07,E,34,17/7/2018,23:00
Ta Kwu Ling,NE,58,18/7/2018,02:19,E,16,18/7/2018,05:00
Tai Mei Tuk,E,94,18/7/2018,02:08,E,47,17/7/2018,22:00
Tai Mo Shan,ESE,122,17/7/2018,23:37,ESE,90,18/7/2018,00:00
Tai Po Kau,ESE,67,17/7/2018,22:23,ESE,34,18/7/2018,01:00
Tap Mun East,E,87,18/7/2018,01:56,E,52,17/7/2018,22:00
,E,87,18/7/2018,01:57,,,,
Tate's Cairn,ESE,101,17/7/2018,22:22,ESE,54,17/7/2018,23:00
Tseung Kwan O,ESE,43,17/7/2018,20:31,ESE,16,17/7/2018,21:00
Tsing Yi Shell Oil Depot,SE,67,17/7/2018,23:35,ESE,22,18/7/2018,00:00
Tuen Mun Government Offices,SSE,59,18/7/2018,03:26,ESE,16,17/7/2018,21:00
Waglan Island,ESE,88,18/7/2018,01:56,E,56,18/7/2018,00:00
Wetland Park,ESE,36,18/7/2018,04:18,SE,13,17/7/2018,23:00
