Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Central Pier,W,72,10/8/2007,1748,E,25,10/8/2007,09:00
Central Plaza,SSW,96,10/8/2007,1744,S,58,11/8/2007,03:00
Hong Kong International Airport,SW,76,10/8/2007,1913,SW,54,10/8/2007,20:00
Cheung Chau,SSW,121,10/8/2007,1254,SSW,85,10/8/2007,14:00
Cheung Sha Wan,SSW,70,10/8/2007,1318,SW,27,10/8/2007,19:00
Kai Tak,SW,67,10/8/2007,1902,ESE,30,10/8/2007,09:00
King's Park,SSW,67,10/8/2007,1755,S,25,10/8/2007,14:00
Lau Fau Shan,SSW,65,10/8/2007,1953,S,31,10/8/2007,21:00
Ngong Ping,WSW,122,10/8/2007,1916,WSW,85,10/8/2007,20:00
North Point,W,68,10/8/2007,1903,E,22,10/8/2007,09:00
Peng Chau,SSW,81,10/8/2007,1314,SSE,31,11/8/2007,01:00
Ping Chau,SE,56,11/8/2007,146,SSE,14,11/8/2007,03:00
Sai Kung,SSE,72,11/8/2007,107,SSE,43,11/8/2007,01:00
Sha Lo Wan,SW,83,10/8/2007,1934,SW,40,10/8/2007,20:00
Sha Chau,SSW,83,10/8/2007,1748,SW,54,10/8/2007,20:00
Sha Tin,SSW,58,10/8/2007,1803,SSW,30,10/8/2007,19:00
,SSW,58,10/8/2007,1823,,,,
Star Ferry (Kowloon),WSW,79,10/8/2007,1746,E,25,10/8/2007,09:00
Ta Kwu Ling,ENE,45,10/8/2007,1242,S,20,10/8/2007,23:00
Tai Mei Tuk,E,70,10/8/2007,811,E,45,10/8/2007,09:00
Tai Mo Shan,S,92,10/8/2007,1323,SSW,56,10/8/2007,21:00
Tap Mun,ESE,63,10/8/2007,853,ESE,31,10/8/2007,08:00
Tate's Cairn,S,88,10/8/2007,1210,S,51,11/8/2007,01:00
Tsak Yue Wu,SW,41,10/8/2007,1622,E,14,10/8/2007,09:00
Tseung Kwan O,SSW,56,10/8/2007,1414,SSW,19,10/8/2007,13:00
"Ching Pak House, Tsing Yi",S,94,10/8/2007,1330,S,58,10/8/2007,14:00
Tsing Yi Shell Oil Depot,SSE,63,10/8/2007,1323,SSE,36,10/8/2007,14:00
Tuen Mun Government Offices,SSE,63,10/8/2007,2233,SSE,31,10/8/2007,23:00
Waglan Island,SW,101,10/8/2007,1723,SW,77,10/8/2007,18:00
Wetland Park,S,47,10/8/2007,1936,SE,23,11/8/2007,01:00
Wong Chuk Hang,NW,63,10/8/2007,1744,E,20,10/8/2007,14:00
