Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),E,54,26/5/2016,22:53,S,31,27/5/2016,20:00
,SSE,54,27/5/2016,12:09,,,,
Central Pier,E,43,27/5/2016,17:51,E,31,27/5/2016,00:00
Cheung Chau,SE,70,27/5/2016,03:19,ESE,40,27/5/2016,12:00
Cheung Chau Beach,ENE,59,26/5/2016,23:18,ENE,41,27/5/2016,03:00
Green Island,S,75,27/5/2016,19:02,S,51,27/5/2016,19:00
Hong Kong International Airport,S,72,27/5/2016,19:34,S,45,27/5/2016,20:00
Kai Tak,ESE,70,27/5/2016,12:23,E,27,26/5/2016,23:00
King's Park,S,45,27/5/2016,18:51,ESE,19,27/5/2016,12:00
Lau Fau Shan,SE,58,27/5/2016,15:37,SE,31,27/5/2016,15:00
Ngong Ping,SSW,106,27/5/2016,16:29,E,72,27/5/2016,02:00
North Point,ENE,49,27/5/2016,00:43,E,30,27/5/2016,00:00
Peng Chau,SSE,51,27/5/2016,18:08,E,31,27/5/2016,00:00
Ping Chau,SE,34,27/5/2016,12:52,SE,9,27/5/2016,20:00
Sai Kung,SSE,58,27/5/2016,12:34,ENE,31,26/5/2016,23:00
Sha Chau,S,79,27/5/2016,17:54,S,47,27/5/2016,19:00
Sha Lo Wan,SE,65,27/5/2016,15:27,SSE,25,27/5/2016,18:00
Sha Tin,SE,34,27/5/2016,11:09,SE,16,27/5/2016,13:00
Shek Kong,ENE,52,26/5/2016,22:33,E,22,26/5/2016,23:00
Star Ferry (Kowloon),ESE,56,27/5/2016,14:12,E,27,27/5/2016,03:00
Ta Kwu Ling,E,41,27/5/2016,02:51,ENE,13,27/5/2016,05:00
Tai Mei Tuk,SE,59,27/5/2016,12:45,E,36,27/5/2016,00:00
Tai Mo Shan,SSW,92,27/5/2016,19:47,E,59,26/5/2016,22:00
Tai Po Kau,E,58,27/5/2016,06:18,E,30,27/5/2016,00:00
Tap Mun,SE,68,27/5/2016,12:37,ESE,23,27/5/2016,13:00
Tate's Cairn,SE,79,27/5/2016,04:17,E,52,26/5/2016,23:00
Tseung Kwan O,ESE,41,27/5/2016,12:23,SE,12,27/5/2016,12:00
Tsing Yi Shell Oil Depot,SE,49,27/5/2016,18:20,SE,34,27/5/2016,19:00
Tuen Mun Government Offices,SSE,63,27/5/2016,19:22,SSE,25,27/5/2016,18:00
,,,,,SSE,25,27/5/2016,20:00
Waglan Island,SSE,72,27/5/2016,12:10,E,45,26/5/2016,23:00
Wetland Park,SE,43,27/5/2016,14:56,SSE,20,27/5/2016,15:00
Wong Chuk Hang,E,62,27/5/2016,02:26,E,25,27/5/2016,03:00
