Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),SE,81,4/10/2015,09:02,ESE,52,4/10/2015,09:00
Central Pier,E,79,3/10/2015,22:47,E,40,3/10/2015,17:00
Cheung Chau,ESE,118,4/10/2015,07:07,ESE,76,4/10/2015,09:00
Cheung Chau Beach,E,106,4/10/2015,08:53,E,67,4/10/2015,09:00
Green Island,S,96,3/10/2015,21:46,NE,54,3/10/2015,14:00
Hong Kong International Airport,SE,77,4/10/2015,08:50,ESE,45,4/10/2015,09:00
Kai Tak,E,81,4/10/2015,08:14,ESE,40,4/10/2015,09:00
King's Park,SE,70,4/10/2015,04:29,ESE,30,4/10/2015,07:00
Lau Fau Shan,ENE,63,4/10/2015,01:12,ENE,27,4/10/2015,02:00
Ngong Ping,E,153,4/10/2015,08:34,E,99,4/10/2015,09:00
North Point,E,70,4/10/2015,02:22,ENE,40,3/10/2015,20:00
Peng Chau,SE,79,3/10/2015,21:50,E,51,4/10/2015,07:00
Sai Kung,SSE,75,4/10/2015,03:35,ENE,40,3/10/2015,20:00
Sha Chau,SE,87,4/10/2015,09:13,SE,54,4/10/2015,10:00
Sha Lo Wan,ESE,99,4/10/2015,08:34,ENE,38,4/10/2015,09:00
Sha Tin,N,58,4/10/2015,07:53,SE,20,4/10/2015,18:00
Shek Kong,E,72,4/10/2015,08:03,E,27,4/10/2015,08:00
Star Ferry (Kowloon),ESE,99,4/10/2015,07:57,ESE,43,4/10/2015,09:00
Ta Kwu Ling,E,54,4/10/2015,08:49,E,22,4/10/2015,12:00
Tai Mei Tuk,E,94,4/10/2015,08:11,ESE,62,4/10/2015,09:00
Tai Mo Shan,SE,137,4/10/2015,08:22,SE,87,4/10/2015,18:00
Tai Po Kau,SE,85,4/10/2015,09:06,ESE,47,4/10/2015,09:00
Tap Mun,ESE,70,4/10/2015,09:35,ESE,34,4/10/2015,10:00
Tate's Cairn,ESE,112,4/10/2015,08:12,E,67,4/10/2015,01:00
,,,,,E,67,4/10/2015,03:00
Tseung Kwan O,ENE,59,3/10/2015,19:52,N,16,3/10/2015,17:00
Tsing Yi Shell Oil Depot,SE,68,4/10/2015,08:04,ESE,25,4/10/2015,08:00
,E,68,4/10/2015,10:40,,,,
Tuen Mun Government Offices,SE,76,4/10/2015,08:16,SE,23,4/10/2015,12:00
,,  ,,,SE,23,4/10/2015,15:00
Waglan Island,ENE,96,3/10/2015,16:50,ENE,72,3/10/2015,16:00
,ENE,96,3/10/2015,16:51,ENE,72,3/10/2015,17:00
Wetland Park,ESE,56,4/10/2015,12:42,SE,22,4/10/2015,20:00
Wong Chuk Hang,ESE,85,4/10/2015,06:04,E,31,4/10/2015,06:00
