Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),ESE,58,7/9/2014,16:46,ESE,27,7/9/2014,17:00
Central Pier,E,43,7/9/2014,17:06,E,31,7/9/2014,16:00
,E,43,7/9/2014,17:16,,,,
Cheung Chau,ESE,58,7/9/2014,20:22,E,36,7/9/2014,17:00
Cheung Chau Beach,ENE,59,7/9/2014,17:09,E,38,7/9/2014,17:00
Green Island,NE,58,7/9/2014,20:54,NE,43,7/9/2014,16:00
Hong Kong International Airport,ESE,49,7/9/2014,16:22,ESE,34,7/9/2014,16:00
Kai Tak,ESE,51,7/9/2014,13:02,E,23,7/9/2014,13:00
,,,,,E,23,7/9/2014,14:00
King's Park,ESE,41,7/9/2014,16:59,SE,16,7/9/2014,16:00
,,,,,ESE,16,7/9/2014,20:00
,,,,,ESE,16,7/9/2014,21:00
Lau Fau Shan,ENE,49,7/9/2014,14:25,ENE,30,7/9/2014,15:00
Ngong Ping,E,79,7/9/2014,18:36,E,63,7/9/2014,19:00
North Point,E,43,7/9/2014,11:14,E,25,7/9/2014,16:00
,E,43,7/9/2014,15:48,,,,
Peng Chau,E,47,7/9/2014,15:16,E,36,7/9/2014,16:00
Sai Kung,ENE,38,7/9/2014,15:50,ENE,25,7/9/2014,12:00
Sha Chau,SE,41,7/9/2014,17:46,SE,30,7/9/2014,16:00
Sha Lo Wan,E,47,7/9/2014,16:20,E,25,7/9/2014,17:00
Sha Tin,E,31,7/9/2014,14:55,E,13,7/9/2014,14:00
,,,,,E,13,7/9/2014,15:00
Shek Kong,E,36,7/9/2014,16:36,E,19,7/9/2014,16:00
Star Ferry (Kowloon),E,49,7/9/2014,17:02,E,31,7/9/2014,17:00
Ta Kwu Ling,E,34,7/9/2014,18:32,E,14,7/9/2014,17:00
Tai Mei Tuk,E,47,7/9/2014,15:54,E,31,7/9/2014,15:00
,E,47,7/9/2014,17:09,,,,
Tai Mo Shan,ESE,75,7/9/2014,19:31,E,52,7/9/2014,20:00
Tai Po Kau,E,40,7/9/2014,16:06,E,27,7/9/2014,17:00
Tap Mun,SE,34,7/9/2014,23:46,SE,22,8/9/2014,09:00
Tate's Cairn,ESE,63,7/9/2014,19:52,E,40,7/9/2014,20:00
Tseung Kwan O,ENE,40,7/9/2014,15:39,ENE,14,7/9/2014,14:00
Tsing Yi Shell Oil Depot,-,36,7/9/2014,12:50,-,16,7/9/2014,16:00
Tuen Mun Government Offices,ESE,40,7/9/2014,15:16,SE,19,7/9/2014,16:00
Waglan Island,SE,67,7/9/2014,16:36,ENE,41,7/9/2014,12:00
Wetland Park,E,34,7/9/2014,14:50,E,16,7/9/2014,15:00
Wong Chuk Hang,SE,43,7/9/2014,17:02,E,22,7/9/2014,13:00
- data not available,,,,,,,,
