Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),ENE,63,21/6/2013,18:58,E,34,21/6/2013,23:00
,ENE,63,21/6/2013,19:16,,,,
Central Pier,ENE,58,21/6/2013,22:08,E,38,21/6/2013,21:00
Cheung Chau,ESE,77,22/6/2013,00:32,SE,47,22/6/2013,08:00
Cheung Chau Beach,ESE,72,22/6/2013,04:53,E,47,21/6/2013,19:00
Green Island,NE,75,21/6/2013,19:42,NE,54,21/6/2013,18:00
Hong Kong International Airport,SE,59,22/6/2013,07:29,ESE,34,21/6/2013,16:00
Kai Tak,E,59,21/6/2013,19:16,E,30,22/6/2013,00:00
King's Park,SE,54,22/6/2013,01:31,ESE,23,22/6/2013,02:00
Lau Fau Shan,ENE,67,21/6/2013,20:32,E,31,21/6/2013,21:00
Ngong Ping,E,99,22/6/2013,03:57,E,72,22/6/2013,04:00
North Point,E,67,21/6/2013,17:48,E,31,21/6/2013,21:00
,,,,,E,31,21/6/2013,23:00
Peng Chau,E,59,21/6/2013,20:17,E,40,21/6/2013,20:00
Ping Chau,E,40,21/6/2013,17:42,E,12,21/6/2013,18:00
Sai Kung,SSE,70,22/6/2013,05:25,ENE,38,21/6/2013,19:00
Sha Chau,SSE,63,22/6/2013,05:17,SE,36,22/6/2013,06:00
Sha Lo Wan,E,63,21/6/2013,22:18,E,31,21/6/2013,21:00
Sha Tin,ENE,58,22/6/2013,05:34,NNE,19,21/6/2013,21:00
Shek Kong,ENE,51,21/6/2013,23:28,E,23,22/6/2013,00:00
Star Ferry (Kowloon),E,59,21/6/2013,20:33,E,40,22/6/2013,00:00
Ta Kwu Ling,ENE,47,21/6/2013,18:48,ENE,16,21/6/2013,19:00
,,,,,ENE,16,21/6/2013,21:00
Tai Mei Tuk,E,68,22/6/2013,05:30,E,45,21/6/2013,23:00
Tai Mo Shan,E,94,21/6/2013,22:37,E,67,22/6/2013,00:00
,E,94,21/6/2013,23:29,,,,
Tai Po Kau,SE,65,22/6/2013,05:39,ESE,36,21/6/2013,23:00
Tap Mun,E,49,21/6/2013,18:20,ESE,23,22/6/2013,06:00
Tate's Cairn,ESE,87,21/6/2013,18:04,SE,56,22/6/2013,00:00
Tseung Kwan O,ESE,47,21/6/2013,20:20,E,14,21/6/2013,21:00
Tsing Yi Shell Oil Depot,E,54,22/6/2013,00:18,E,20,22/6/2013,03:00
Tuen Mun Government Offices,SSE,52,22/6/2013,05:24,SE,14,22/6/2013,07:00
Waglan Island,E,65,21/6/2013,18:06,E,52,21/6/2013,19:00
,,,,,E,52,21/6/2013,20:00
Wetland Park,ESE,40,21/6/2013,15:48,E,19,21/6/2013,18:00
Wong Chuk Hang,SE,67,22/6/2013,02:08,E,30,21/6/2013,21:00
