Station,Maximum Gust Direction,Maximum Gust Speed (km/h),Maximum Gust Date/Month,Maximum Gust Time,Maximum Hourly Mean Wind Direction,Maximum Hourly Mean Wind Speed (km/h),Maximum Hourly Mean Wind Date/Month,Maximum Hourly Mean Wind Time
Bluff Head (Stanley),NW,68,21/10/2016,10:06,NW,40,21/10/2016,11:00
Central Pier,W,85,21/10/2016,09:31,W,51,21/10/2016,12:00
Cheung Chau,WNW,108,21/10/2016,12:21,WNW,67,21/10/2016,13:00
Cheung Chau Beach,WNW,101,21/10/2016,11:14,W,59,21/10/2016,13:00
,W,101,21/10/2016,12:19,,,,
Green Island,WNW,96,21/10/2016,12:50,NNW,67,21/10/2016,08:00
Hong Kong International Airport,NW,85,21/10/2016,11:09,WNW,65,21/10/2016,12:00
Kai Tak,W,90,21/10/2016,09:22,W,43,21/10/2016,11:00
King's Park,WNW,79,21/10/2016,13:19,WNW,31,21/10/2016,13:00
,,,,,WNW,31,21/10/2016,14:00
Lau Fau Shan,W,110,21/10/2016,13:19,W,70,21/10/2016,13:00
North Point,WSW,88,21/10/2016,13:49,WSW,58,21/10/2016,14:00
Peng Chau,SW,101,21/10/2016,11:35,WSW,59,21/10/2016,11:00
Ping Chau,W,68,21/10/2016,13:02,W,38,21/10/2016,15:00
Sai Kung,NW,79,21/10/2016,09:40,NW,38,21/10/2016,10:00
Sha Chau,W,68,21/10/2016,12:23,SSW,43,21/10/2016,19:00
Sha Lo Wan,SSW,72,21/10/2016,16:41,WSW,31,21/10/2016,14:00
Sha Tin,WSW,75,21/10/2016,12:35,SW,23,21/10/2016,16:00
Shek Kong,W,58,21/10/2016,11:58,W,22,21/10/2016,12:00
Star Ferry (Kowloon),W,88,21/10/2016,12:43,W,63,21/10/2016,13:00
Ta Kwu Ling,WSW,54,21/10/2016,12:16,SSW,20,21/10/2016,18:00
Tai Mei Tuk,WNW,104,21/10/2016,12:47,W,63,21/10/2016,13:00
Tai Mo Shan,WNW,155,21/10/2016,12:33,WNW,115,21/10/2016,13:00
Tai Po Kau,W,88,21/10/2016,11:50,W,47,21/10/2016,13:00
Tap Mun,W,106,21/10/2016,13:33,W,62,21/10/2016,12:00
Tate's Cairn,WNW,122,21/10/2016,10:40,NW,77,21/10/2016,10:00
Tseung Kwan O,WNW,52,21/10/2016,10:40,NNW,19,21/10/2016,07:00
Tsing Yi Shell Oil Depot,WNW,85,21/10/2016,12:29,WNW,51,21/10/2016,13:00
Tuen Mun Government Offices,WNW,96,21/10/2016,12:03,WNW,40,21/10/2016,13:00
Waglan Island,W,115,21/10/2016,12:35,SW,83,21/10/2016,16:00
,,,,,SW,83,21/10/2016,17:00
Wetland Park,WNW,68,21/10/2016,11:08,WNW,22,21/10/2016,12:00
Wong Chuk Hang,NNW,88,21/10/2016,10:36,NNW,31,21/10/2016,11:00
